model,alpha_strength,total_return,cagr,benchmark_cagr,annual_return,annual_volatility,sharpe,sortino,certainty_equivalent,max_drawdown,daily_es95,average_one_way_turnover,annual_turnover,total_transaction_cost,optimizer_success_rate,maximum_weight,maximum_change,minimum_active_trade,n_days,period,scope,strategy,transaction_cost_bps,rebalance_sessions,turnover_penalty_multiplier
quantile_hgb,0.005,0.843975993792444,0.22626713116186803,0.14007748650178153,0.23838752456130657,0.2564331067800389,0.929628500604599,0.8960253481920566,0.04111370980271811,-0.23864179742636416,-0.039492591975069796,0.0005927815945697312,0.14938096183157226,0.0011203572137367921,1.0,0.1942484064892909,0.05000000000000003,0.011540845593713182,756,validation_tuning,all,ml,25.0,20,4.0
quantile_hgb,0.01,0.5156213521568871,0.14867430149786576,0.14007748650178153,0.1886982891685916,0.3002325636898913,0.6285070708169321,0.5566191141461135,-0.08172048773082236,-0.32192575113111865,-0.043247487737435794,0.026737020879516106,6.737729261638059,0.05053296946228544,1.0,0.20000000000000184,0.05000000000000336,0.005741719239933885,756,validation_tuning,all,ml,25.0,5,0.5
quantile_hgb,0.01,0.49643642740048466,0.1438070187809668,0.14007748650178153,0.18406499863057713,0.29868731304451085,0.6162464577233231,0.5416142667052051,-0.08357733429067171,-0.3236438950090734,-0.04270205493897781,0.020527547223964118,5.172941900438958,0.038797064253292185,1.0,0.20000000000000007,0.050000000000000044,0.010005936855279243,756,validation_tuning,all,ml,25.0,5,1.0
quantile_hgb,0.01,0.5408200814813524,0.15500529884723857,0.14007748650178153,0.18576366625901397,0.2764287039629071,0.6720129407543035,0.6048269532438073,-0.04347481886482363,-0.28673461935690825,-0.04038282206471156,0.01045266450478976,2.6340714552070197,0.019755535914052647,1.0,0.20000000000000037,0.050000000000000044,0.010410501793860993,756,validation_tuning,all,ml,25.0,5,2.0
quantile_hgb,0.01,0.5211450201768599,0.1500680539882555,0.14007748650178153,0.18167930571691687,0.2743328664001335,0.6622586207076079,0.5753001064659637,-0.04409625904502362,-0.30727614298042627,-0.03895899233649818,0.0016949143596554897,0.4271184186331834,0.003203388139748876,1.0,0.2000000000000001,0.05000000000000002,0.010090240880010783,756,validation_tuning,all,ml,25.0,5,4.0
quantile_hgb,0.01,0.6393878881827928,0.17912697279118972,0.14007748650178153,0.20782793329792404,0.28424310217183135,0.7311626270258175,0.6979819530537511,-0.03455449009887443,-0.26388919337344685,-0.04212908564237699,0.017198641352675882,4.334057620874322,0.03250543215655742,1.0,0.20000000000000007,0.050000000000000044,0.01030283872721304,756,validation_tuning,all,ml,25.0,10,0.5
quantile_hgb,0.01,0.5622344191307362,0.16033145976073282,0.14007748650178153,0.19140260425789268,0.28294208331581766,0.6764727325636132,0.6463344368033206,-0.048766063275392596,-0.2646582991733063,-0.04163573466949191,0.013006704898120343,3.2776896343263267,0.024582672257447452,1.0,0.20000000000000012,0.05000000000000502,0.01008447163016242,756,validation_tuning,all,ml,25.0,10,1.0
quantile_hgb,0.01,0.6416675656117199,0.17967327102967445,0.14007748650178153,0.20149030477322694,0.2626453372355321,0.7671573647337846,0.7503976040314642,-0.005457414741472155,-0.23224223330271077,-0.0390959416011041,0.006824677908932163,1.719818833050905,0.01289864124788179,1.0,0.20000000000000004,0.050000000000000044,0.01007101897960741,756,validation_tuning,all,ml,25.0,10,2.0
quantile_hgb,0.01,0.47586136175881255,0.13854059730142643,0.14007748650178153,0.17096359697344665,0.27311236984876774,0.6259826205166592,0.5480893313628658,-0.05280750271978368,-0.30003038498257717,-0.039043276455068825,0.0013902649794101528,0.3503467748113585,0.0026276008110851894,1.0,0.20000000000000018,0.05000000000000002,0.010104517857876527,756,validation_tuning,all,ml,25.0,10,4.0
quantile_hgb,0.01,0.6995107539947225,0.19336868939645346,0.14007748650178153,0.2138625745586146,0.26678373832387153,0.8016327228273133,0.7983557065822322,0.00034188545643473733,-0.24232109314803707,-0.04081427241106885,0.010029713160656931,2.5274877164855467,0.018956157873641605,1.0,0.20000000000000004,0.05000000000000002,0.010768479214458962,756,validation_tuning,all,ml,25.0,20,0.5
