horizon,test_year,model,qlike,rmse_log,r2_log,mz_intercept,mz_slope,mean_realized_to_forecast,n
20,2021,har_news_xgb_deployable,0.2113487970268606,0.3187985760160719,0.5686452830018477,0.2982243526695972,1.0927250849776984,0.9740067227007646,4032
20,2022,naive_rv22,0.214776971860277,0.3056172475729918,0.5334134269867852,-0.8895339002513458,0.7610209416852008,1.0518110256205702,4016
20,2022,ewma,0.17370697861062953,0.2807779176800498,0.606175786386153,-0.6464505537475176,0.8281245491738076,1.0343722854313477,4016
20,2022,har,0.1302089858689574,0.24393492599084965,0.7027482030827141,0.2777769161795547,1.068348860380314,1.0518384560144691,4016
20,2022,ridge_har,0.1302211266763592,0.2439399419241342,0.7027359784248031,0.27832484371830857,1.0684880569054307,1.0518643868255126,4016
20,2022,linear_gamma,0.1438400169673475,0.2920578070687338,0.573897427016089,0.5179837459072559,1.1766056188458658,0.9185616886354296,4016
20,2022,xgb_price,0.1337316690624008,0.28284291860816274,0.6003616688385491,-0.0032945716676975136,1.0350030778250314,0.906664661628693,4016
20,2022,current_frozen_har,0.1262161807737081,0.24451782079129059,0.7013259094878991,0.17378623658329417,1.0463835800871066,1.0308350955547771,4016
20,2022,har_news_linear_research,0.12333729609484809,0.2506937079339289,0.6860479056575752,0.15036745202689744,1.0502524148069872,0.9951714321558457,4016
20,2022,har_news_xgb_research,0.1302112791484995,0.2439357885113983,0.7027461009955678,0.2779682191603913,1.0683963059340134,1.0518512133313538,4016
20,2022,har_news_linear_deployable,0.12333729609484809,0.2506937079339289,0.6860479056575752,0.15036745202689744,1.0502524148069872,0.9951714321558457,4016
20,2022,har_news_xgb_deployable,0.1302112791484995,0.2439357885113983,0.7027461009955678,0.2779682191603913,1.0683963059340134,1.0518512133313538,4016
20,2023,naive_rv22,0.24306196573204986,0.33385343046738364,0.47861804332469216,-1.0830257585136847,0.7407844257991086,1.0180568200054037,3664
20,2023,ewma,0.19143681688064468,0.3070003246122708,0.5591183933193637,-0.8427853739804202,0.8060449849326923,0.9796908802419944,3664
20,2023,har,0.15696468782375933,0.28882716497503363,0.609770240647499,-0.00564643240055954,1.0249793827729194,0.9349277101862168,3664
20,2023,ridge_har,0.15696798211992316,0.28882660837238183,0.6097717446799163,-0.005178024301450614,1.0250941141059577,0.934941199486694,3664
20,2023,linear_gamma,0.19472831127478385,0.34768974175808987,0.4345059155312313,0.43180731380571036,1.16350463771355,0.8526305239712505,3664
20,2023,xgb_price,0.22050748873445747,0.3810973041500991,0.32061482694905963,-0.18107239614156298,1.0237389606832032,0.7911710918133504,3664
20,2023,current_frozen_har,0.15403269946166187,0.29055842086811684,0.6050780757897065,-0.01659657776318933,1.0267545642633977,0.9173543894817922,3664
20,2023,har_news_linear_research,0.1739519842855601,0.3195734560364549,0.5222664848258649,-0.09142469725457034,1.0198854650921942,0.8772832820245774,3664
20,2023,har_news_xgb_research,0.15696377350980759,0.2888255695377669,0.6097745517750979,-0.005475744217940769,1.0250203269744376,0.9349355324116256,3664
20,2023,har_news_linear_deployable,0.1739519842855601,0.3195734560364549,0.5222664848258649,-0.09142469725457034,1.0198854650921942,0.8772832820245774,3664
20,2023,har_news_xgb_deployable,0.15696377350980759,0.2888255695377669,0.6097745517750979,-0.005475744217940769,1.0250203269744376,0.9349355324116256,3664
